Trimestre;Sentido transacción;Ramas actividad;Código (armonización según CNAE y CNPA);Evolución trimestral del volumen de negocio (€)
2014T1;Desde el exterior con España;Calzado y artículos de cuero;4772;2596173,55
2014T1;Desde el exterior con España;Carburantes para automoción;4730;71361,83
2014T1;Desde el exterior con España;Componentes y equipos electrónicos;4652;0
2014T1;Desde el exterior con España;Construcción de inmuebles y obras de ingeniería civil;41;0
2014T1;Desde el exterior con España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2014T1;Desde el exterior con España;Discos, libros, periódicos y papelería;4761 + 4763;1448190,8
2014T1;Desde el exterior con España;Educación;85;7772152,32
2014T1;Desde el exterior con España;Electrodomésticos,  imagen y sonido;4743+4754;2429659,22
2014T1;Desde el exterior con España;Energía eléctrica, gas, vapor y aire acondicionado;35;55,5
2014T1;Desde el exterior con España;Ensayos y análisis técnicos;7120;0
2014T1;Desde el exterior con España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;4081994,46
2014T1;Desde el exterior con España;Equipos y mobiliario de oficina;4665+4666;0
2014T1;Desde el exterior con España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;24694703,74
2014T1;Desde el exterior con España;Ferretería, pinturas y vidrio;4674 + 4752;540482,73
2014T1;Desde el exterior con España;Floristerías;4622;0
2014T1;Desde el exterior con España;Galerías de arte comerciales;470069;1010227,54
2014T1;Desde el exterior con España;Grandes almacenes;4719;431478,84
2014T1;Desde el exterior con España;Hipermercados, supermercados y tiendas de alimentación;4711;3106178,51
2014T1;Desde el exterior con España;Hoteles  y alojamientos similares;5510;47191884,46
2014T1;Desde el exterior con España;Instalaciones de edificios y obras;43;0
2014T1;Desde el exterior con España;Intermediación financiera;6419 + 6619;46852,98
2014T1;Desde el exterior con España;Intermediarios de comercio;4617;0
2014T1;Desde el exterior con España;Juegos de azar y apuestas;92;398102,42
2014T1;Desde el exterior con España;Juguetes y artículos de deporte;4764 + 4765;15606060,86
2014T1;Desde el exterior con España;Lavanderías y tintorerías;9601;5015,55
2014T1;Desde el exterior con España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2014T1;Desde el exterior con España;Manipulación y depósito de mercancías;5224 + 5210;0
2014T1;Desde el exterior con España;Mantenimiento físico corporal;9604;7082,01
2014T1;Desde el exterior con España;Mantenimiento y  reparación de vehículos de motor;4520;291920,91
2014T1;Desde el exterior con España;Marketing directo;4799;14309536
2014T1;Desde el exterior con España;Materias primas y productos semielaborados;4676;0
2014T1;Desde el exterior con España;Metales y minerales metálicos;4672;0
2014T1;Desde el exterior con España;Muebles, iluminación y hogar;4753 + 4759;837496,97
2014T1;Desde el exterior con España;Óptica, fotografía y precisión;470083;720376,82
2014T1;Desde el exterior con España;Ordenadores y programas informáticos;4651 + 4741;4631263,6
2014T1;Desde el exterior con España;Otra reparación;9529;0
2014T1;Desde el exterior con España;Otro comercio especializado en alimentación;4729;57770,73
2014T1;Desde el exterior con España;Otro comercio no especializado;4690;0
2014T1;Desde el exterior con España;Otros;-;710179,15
2014T1;Desde el exterior con España;Otros artículos de uso doméstico;4649;0
2014T1;Desde el exterior con España;Otros servicios personales;9609;73203,19
2014T1;Desde el exterior con España;Panadería, confitería y pastelería;4724;34079,18
2014T1;Desde el exterior con España;Parques de atracciones y parques temáticos;9321;67588
2014T1;Desde el exterior con España;Peluquería y tratamientos de belleza;9602;150919,54
2014T1;Desde el exterior con España;Perfumería, cosméticos y artículos de tocador;4775;1267445,18
2014T1;Desde el exterior con España;Pompas fúnebres;9603;6264,65
2014T1;Desde el exterior con España;Prendas de vestir;4771;43920802,27
2014T1;Desde el exterior con España;Productos de tabaco;4726;339663,88
2014T1;Desde el exterior con España;Productos farmacéuticos;4646 + 4773;1305275,97
2014T1;Desde el exterior con España;Productos químicos;4675;0
2014T1;Desde el exterior con España;Publicidad;7311;14393151
2014T1;Desde el exterior con España;Relojería, joyería y platería;4648+ 4777;453737,69
2014T1;Desde el exterior con España;Reparación de aparatos domésticos eléctricos;9521;0
2014T1;Desde el exterior con España;Reparación de calzado y otros artículos de cuero;9523;0
2014T1;Desde el exterior con España;Repuestos y accesorios de vehículos de motor;4532;1205963,34
2014T1;Desde el exterior con España;Restaurantes;5610;626617,78
2014T1;Desde el exterior con España;Seguros y planes de pensiones;6512;502494,12
2014T1;Desde el exterior con España;Selección y colocación de personal;7810;0
2014T1;Desde el exterior con España;Semillas, flores, plantas y animales de compañía;4776;4478925,85
2014T1;Desde el exterior con España;Servicios auxiliares a la intermediación financiera;6610;19419
2014T1;Desde el exterior con España;Servicios de  jardinería;8130;0
2014T1;Desde el exterior con España;Servicios de fotografía y reprografía;7420+ 8219;0
2014T1;Desde el exterior con España;Servicios de investigación;8030;0
2014T1;Desde el exterior con España;Servicios de limpieza;8121;0
2014T1;Desde el exterior con España;Servicios informáticos;6209;0
2014T1;Desde el exterior con España;Servicios inmobiliarios;6820;7852990,52
2014T1;Desde el exterior con España;Servicios postales y paquetería;5310;3676,9
2014T1;Desde el exterior con España;Servicios sanitarios;86;1634411,55
2014T1;Desde el exterior con España;Servicios sociales;88;0
2014T1;Desde el exterior con España;Servicios veterinarios;75;0
2014T1;Desde el exterior con España;Suscripción canales tv;6020;155543,2
2014T1;Desde el exterior con España;Transporte aéreo;5110;104409859,69
2014T1;Desde el exterior con España;Transporte marítimo;5010;340976,69
2014T1;Desde el exterior con España;Transporte terrestre de mercancias;4941;159527,41
2014T1;Desde el exterior con España;Transporte terrestre de viajeros;4931 +4933 + 4939;11367970,55
2014T1;Desde el exterior con España;Vehículos de motor;4511;0
2014T1;Desde el exterior con España;Ventas genéricas por internet;4791;106608,48
2014T1;Desde España con el exterior;Actividades anexas al transporte;5221 + 5223;3596872,48
2014T1;Desde España con el exterior;Actividades cinematográficas y de vídeo;5917 + 7722;14218799,44
2014T1;Desde España con el exterior;Actividades deportivas y recreativas;93;946032,39
2014T1;Desde España con el exterior;Administración pública, impuestos y seg. Social;8411;3256322,08
2014T1;Desde España con el exterior;Agencias de viajes y operadores turísticos;7911 + 7912;108528529,45
2014T1;Desde España con el exterior;Alquiler de aeronaves;7735;5198,47
2014T1;Desde España con el exterior;Alquiler de automóviles;7711;12891417,48
2014T1;Desde España con el exterior;Alquiler de efectos personales y enseres domésticos;7729;18398,03
2014T1;Desde España con el exterior;Alquiler de medios de navegación;7734;154003,99
2014T1;Desde España con el exterior;Arquitectura e ingeniería;7111;75237,76
2014T1;Desde España con el exterior;Artículos de regalo;4778;42521373,99
2014T1;Desde España con el exterior;Artículos médicos y ortopédicos;4774;150865,86
2014T1;Desde España con el exterior;Asociacionismo y beneficencia;94;5725220,13
2014T1;Desde España con el exterior;Bebidas;4725;1443607
2014T1;Desde España con el exterior;Bibliotecas, museos y patrimonio cultural;91;1291427,17
2014T1;Desde España con el exterior;Bienes de segunda mano;4779;5036708,02
2014T1;Desde España con el exterior;Calzado y artículos de cuero;4772;25767676,75
2014T1;Desde España con el exterior;Carburantes para automoción;4730;36210,25
2014T1;Desde España con el exterior;Componentes y equipos electrónicos;4652;2205165,64
2014T1;Desde España con el exterior;Construcción de inmuebles y obras de ingeniería civil;41;67029,3
2014T1;Desde España con el exterior;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;40032132,26
2014T1;Desde España con el exterior;Discos, libros, periódicos y papelería;4761 + 4763;43741619,18
2014T1;Desde España con el exterior;Educación;85;13121688,16
2014T1;Desde España con el exterior;Electrodomésticos,  imagen y sonido;4743+4754;19242104,55
2014T1;Desde España con el exterior;Energía eléctrica, gas, vapor y aire acondicionado;35;456873,78
2014T1;Desde España con el exterior;Ensayos y análisis técnicos;7120;76133,59
2014T1;Desde España con el exterior;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;29024033,19
2014T1;Desde España con el exterior;Equipos y mobiliario de oficina;4665+4666;401587,85
2014T1;Desde España con el exterior;Espectáculos artísticos, deportivos y recreativos;90 + 7990;11439937,01
2014T1;Desde España con el exterior;Ferretería, pinturas y vidrio;4674 + 4752;7066534,78
2014T1;Desde España con el exterior;Floristerías;4622;29876,75
2014T1;Desde España con el exterior;Galerías de arte comerciales;470069;6724235,27
2014T1;Desde España con el exterior;Grandes almacenes;4719;4088143,05
2014T1;Desde España con el exterior;Hipermercados, supermercados y tiendas de alimentación;4711;19133182,86
2014T1;Desde España con el exterior;Hoteles  y alojamientos similares;5510;29785559,39
2014T1;Desde España con el exterior;Instalaciones de edificios y obras;43;190074,58
2014T1;Desde España con el exterior;Intermediación financiera;6419 + 6619;1291255,1
2014T1;Desde España con el exterior;Intermediarios de comercio;4617;7712287,38
2014T1;Desde España con el exterior;Juegos de azar y apuestas;92;83345216,64
2014T1;Desde España con el exterior;Juguetes y artículos de deporte;4764 + 4765;21586619,48
2014T1;Desde España con el exterior;Lavanderías y tintorerías;9601;12316,03
2014T1;Desde España con el exterior;Madera, materiales de construcción y aparatos sanitarios;4673;10226,18
2014T1;Desde España con el exterior;Manipulación y depósito de mercancías;5224 + 5210;26694,8
2014T1;Desde España con el exterior;Mantenimiento físico corporal;9604;659772,56
2014T1;Desde España con el exterior;Mantenimiento y  reparación de vehículos de motor;4520;884097,12
2014T1;Desde España con el exterior;Marketing directo;4799;90031878,01
2014T1;Desde España con el exterior;Materias primas y productos semielaborados;4676;338214,95
2014T1;Desde España con el exterior;Metales y minerales metálicos;4672;4732,55
2014T1;Desde España con el exterior;Muebles, iluminación y hogar;4753 + 4759;5778573,87
2014T1;Desde España con el exterior;Óptica, fotografía y precisión;470083;15670651,93
2014T1;Desde España con el exterior;Ordenadores y programas informáticos;4651 + 4741;17853181,55
2014T1;Desde España con el exterior;Otra reparación;9529;4439652,03
2014T1;Desde España con el exterior;Otro comercio especializado en alimentación;4729;7388,79
2014T1;Desde España con el exterior;Otro comercio no especializado;4690;7139601,08
2014T1;Desde España con el exterior;Otros;-;188760077,45
2014T1;Desde España con el exterior;Otros artículos de uso doméstico;4649;458393,75
2014T1;Desde España con el exterior;Otros servicios personales;9609;2606129,74
2014T1;Desde España con el exterior;Panadería, confitería y pastelería;4724;26945,98
2014T1;Desde España con el exterior;Parques de atracciones y parques temáticos;9321;82931,63
2014T1;Desde España con el exterior;Peluquería y tratamientos de belleza;9602;319207,14
2014T1;Desde España con el exterior;Perfumería, cosméticos y artículos de tocador;4775;11440720,03
2014T1;Desde España con el exterior;Pompas fúnebres;9603;3726,03
2014T1;Desde España con el exterior;Prendas de vestir;4771;99220670,79
2014T1;Desde España con el exterior;Productos de tabaco;4726;245137,94
2014T1;Desde España con el exterior;Productos farmacéuticos;4646 + 4773;3417784,82
2014T1;Desde España con el exterior;Productos químicos;4675;6380311,04
2014T1;Desde España con el exterior;Publicidad;7311;59111452,38
2014T1;Desde España con el exterior;Relojería, joyería y platería;4648+ 4777;2984100,95
2014T1;Desde España con el exterior;Reparación de aparatos domésticos eléctricos;9521;171810,95
2014T1;Desde España con el exterior;Reparación de calzado y otros artículos de cuero;9523;5164,23
2014T1;Desde España con el exterior;Repuestos y accesorios de vehículos de motor;4532;14922054,5
2014T1;Desde España con el exterior;Restaurantes;5610;771995,06
2014T1;Desde España con el exterior;Seguros y planes de pensiones;6512;6418374,73
2014T1;Desde España con el exterior;Selección y colocación de personal;7810;118281,7
2014T1;Desde España con el exterior;Semillas, flores, plantas y animales de compañía;4776;10551969,08
2014T1;Desde España con el exterior;Servicios auxiliares a la intermediación financiera;6610;18039939,88
2014T1;Desde España con el exterior;Servicios de  jardinería;8130;38365,67
2014T1;Desde España con el exterior;Servicios de fotografía y reprografía;7420+ 8219;1697675,52
2014T1;Desde España con el exterior;Servicios de investigación;8030;15304,9
2014T1;Desde España con el exterior;Servicios de limpieza;8121;32595,87
2014T1;Desde España con el exterior;Servicios informáticos;6209;16676258,96
2014T1;Desde España con el exterior;Servicios inmobiliarios;6820;5199678,07
